ID,Name,Sex,Age,Height,Weight,Team,NOC,Year,City,Sport,Medal
69077,Leung Chu Yan,M,25.0,176.0,64.0,Hong Kong,HKG,2004,,Table Tennis,Silver
104094,Evi Sachenbacher-Stehle,F,21.0,162.0,52.0,Germany,GER,2002,Salt Lake City,Cross Country Skiing,Bronze
65668,Henri Jean LaBorde,M,22.0,183.0,95.0,United States,USA,1932,Los Angeles,Athletics,Gold
42683,"Barbara ""Bunty"" Greenland",F,35.0,,,Great Britain,GBR,1948,Sankt Moritz,Alpine Skiing,Bronze
53920,Aleksandra Jarmoliska,F,25.0,160.0,67.0,Poland,POL,2016,,Shooting,Bronze
36303,Judy Forras,F,31.0,,,Australia,AUS,1964,Innsbruck,Alpine Skiing,Silver
77232,William Thad McArthur,M,23.0,,,United States,USA,1952,Helsinki,Modern Pentathlon,Gold
92748,Andrea Pegoraro,M,25.0,186.0,74.0,Italy,ITA,1992,Barcelona,Athletics,Bronze
77904,Lesley McNaught-Mndli,F,28.0,173.0,70.0,Switzerland,SUI,1992,Barcelona,Equestrianism,Silver
111187,Baljit Singh Dhillon,M,23.0,175.0,72.0,India,IND,1996,Atlanta,Hockey,Bronze
115131,"William Donald ""Bill"" Stewart",M,34.0,188.0,86.0,Italy,ITA,1992,Albertville,Ice Hockey,Gold
94961,Pedro Pieda Deras,M,20.0,175.0,75.0,Mexico,MEX,1992,Barcelona,Football,Bronze
42449,Rupert Grasegger,M,24.0,176.0,80.0,Germany-2,GER,1964,Innsbruck,Bobsleigh,Silver
104015,Meritxell Sabate Gonzlez,F,15.0,173.0,65.0,Andorra,AND,1996,Atlanta,Swimming,Bronze
105791,Dario ari,M,22.0,207.0,110.0,Croatia,CRO,2016,Rio de Janeiro,Basketball,Gold
72913,"John ""Jock"" MacGregor",M,,,,Canada,CAN,1924,,Boxing,Silver
59643,Ellen Kieling (-Buchleitner),F,24.0,165.0,52.0,Germany,GER,1992,Barcelona,Athletics,Gold
80940,Khadija Mohammad,F,17.0,160.0,75.0,United Arab Emirates,UAE,2012,London,Weightlifting,Bronze
74137,Miguel Mallqui,M,24.0,167.0,58.0,Peru,PER,1996,Atlanta,Athletics,Bronze
76682,Peter Matthews,M,26.0,188.0,84.0,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Bronze
108422,Teemu Ilmari Selnne,M,35.0,182.0,91.0,Finland,FIN,2006,Torino,Ice Hockey,Gold
33809,Vigilio Fait,M,45.0,182.0,84.0,Italy,ITA,2008,Beijing,Shooting,Gold
63479,Gbor Kves,M,30.0,187.0,87.0,Hungary,HUN,2000,Sydney,Tennis,Gold
109793,Shigeto Shimizu,M,23.0,197.0,100.0,Japan,JPN,1976,Montreal,Basketball,Silver
109496,George Herbert Sheldon,M,30.0,,,United States,USA,1904,St. Louis,Diving,Gold
117242,Aleksandr Valentinovich Syman,M,28.0,178.0,73.0,Belarus,BLR,2006,Torino,Biathlon,Bronze
75539,Brad Martin,M,27.0,180.0,81.0,Canada,CAN,2014,Sochi,Snowboarding,Silver
67125,"Grgoire ""Gusty"" Laurent",M,18.0,,,Luxembourg,LUX,1924,Paris,Boxing,Silver
86417,Oskar Petrus Nilsson,M,23.0,,,Sweden,SWE,1920,Antwerpen,Equestrianism,Silver
76430,Ludovic Mathieu,M,25.0,171.0,69.0,France,FRA,2002,Salt Lake City,Short Track Speed Skating,Gold
46463,Edward Bruce Haslingden,M,28.0,,,Australia,AUS,1952,Oslo,Cross Country Skiing,Bronze
95942,Aleksander Jzef Polus,M,22.0,,,Poland,POL,1936,Berlin,Boxing,Gold
133245,Elaine Clara Marie Hermenia Youngs,F,26.0,183.0,66.0,United States,USA,1996,Atlanta,Volleyball,Gold
64739,Kui Yuanyuan,F,19.0,152.0,44.0,China,CHN,2000,,Gymnastics,Bronze
69073,Yvonne Patrice Leuko Chibosso,F,20.0,170.0,60.0,Cameroon,CMR,2012,London,Football,Gold
72730,Ma Kyin Lwan,F,26.0,164.0,54.0,Myanmar,MYA,1992,Barcelona,Athletics,Silver
73589,Almabruk Mahmud Mahmud,M,,160.0,52.0,Libya,LBA,1980,Moskva,Weightlifting,Bronze
97281,Jakub Prher,M,24.0,178.0,78.0,Czechoslovakia,TCH,1992,Barcelona,Canoeing,Bronze
8243,Leonid Volodymyrovych Barteniev,M,23.0,174.0,70.0,Soviet Union,URS,1956,,Athletics,Bronze
87016,"Jeffrey Thomas Zachary ""Jeff"" Norton",M,22.0,190.0,90.0,United States,USA,1988,Calgary,Ice Hockey,Bronze
18826,Vra slavsk (-Odloilov),F,22.0,160.0,58.0,Czechoslovakia,TCH,1964,Tokyo,Gymnastics,Bronze
45174,Saburo Hamada,M,39.0,,,Japan,JPN,1932,Los Angeles,Art Competitions,Silver
116569,Gunnar Isidor Sundman,M,19.0,,,Sweden,SWE,1912,Stockholm,Swimming,Gold
69735,"Beate Liebich (Ldtke-, -Conrad)",F,22.0,167.0,57.0,East Germany,GDR,1980,Moskva,Athletics,Silver
80747,Ladislav Moc,M,28.0,180.0,65.0,Czechoslovakia,TCH,1960,Roma,Athletics,Silver
52778,Andrey Ivanov,M,18.0,173.0,70.0,Unified Team,EUN,1992,Albertville,Freestyle Skiing,Bronze
7557,"Lawrence Shyres ""Larry"" Banner",M,28.0,180.0,69.0,United States,USA,1964,Tokyo,Gymnastics,Gold
59382,Sergey Gennadyevich Khorokhordin,M,22.0,165.0,64.0,Russia,RUS,2008,Beijing,Gymnastics,Gold
114417,Barbara Lynn Stark (-Jordan),F,15.0,,,United States,USA,1952,Helsinki,Swimming,Gold
114362,Charles Joseph Stanmore,M,28.0,,,Australia,AUS,1952,Helsinki,Fencing,Gold
76398,Diana Beverly Matheson,F,24.0,153.0,54.0,Canada,CAN,2008,Beijing,Football,Silver
50388,Didier Hoyer,M,23.0,177.0,77.0,France,FRA,1984,Los Angeles,Canoeing,Silver
123478,Jon Emili Uriarte,M,26.0,199.0,91.0,Argentina,ARG,1988,Seoul,Volleyball,Gold
32892,"Steven Richard ""Steve"" Erickson",M,22.0,183.0,98.0,United States,USA,1984,Los Angeles,Sailing,Silver
70267,Rosa Lindstedt,F,26.0,186.0,80.0,Finland,FIN,2014,Sochi,Ice Hockey,Gold
8607,Vitalina Igorevna Batsarashkina,F,19.0,162.0,60.0,Russia,RUS,2016,Rio de Janeiro,Shooting,Silver
97259,Halyna Mykolavna Prozumenshchykova-Stepanova (-Ivannykova),F,23.0,169.0,68.0,Soviet Union,URS,1972,Munich,Swimming,Bronze
67301,Peter Sidney Lawler,M,23.0,170.0,70.0,Great Britain,GBR,1964,Tokyo,Canoeing,Silver
22977,Alfredo Copello,M,21.0,,,Argentina,ARG,1924,Paris,Boxing,Bronze
92938,Arturo Pea Aznar,M,24.0,,,Spain,ESP,1928,Amsterdam,Athletics,Silver
21479,Dorota Elbieta Chylak,F,21.0,165.0,54.0,Poland,POL,1988,Seoul,Swimming,Bronze
131070,Gerhard Didlev Winther,M,35.0,,,Norway,NOR,1948,,Athletics,Gold
55833,Karl Niklas Jonsson,M,24.0,178.0,68.0,Sweden,SWE,1994,Lillehammer,Cross Country Skiing,Silver
109032,Robin Seymour,M,33.0,177.0,72.0,Ireland,IRL,2004,Athina,Cycling,Silver
49702,Sylvia Honegger (-Wigger),F,25.0,165.0,51.0,Switzerland,SUI,1994,Lillehammer,Cross Country Skiing,Gold
93485,Mikhail Romanovich Perlman,M,29.0,,,Soviet Union,URS,1952,Helsinki,Gymnastics,Silver
83259,Nshan Munchyan,M,33.0,158.0,48.0,Armenia,ARM,1996,Atlanta,Boxing,Bronze
95893,Jean Pollet,M,24.0,,,Switzerland,SUI,1936,Berlin,Basketball,Bronze
7355,Ildik Balog,F,14.0,153.0,47.0,Hungary,HUN,1992,Barcelona,Gymnastics,Gold
47783,Franziska Constanze Hentschel (-Sanner),F,22.0,170.0,70.0,Germany,GER,1992,Barcelona,Hockey,Bronze
36568,"Jeremy Robert ""Jim"" Fox",M,30.0,188.0,83.0,Great Britain,GBR,1972,,Modern Pentathlon,Gold
26166,Stella de Heij,F,28.0,,,Netherlands,NED,1996,Atlanta,Hockey,Bronze
68019,Lee Jong-Ae,F,25.0,187.0,61.0,South Korea,KOR,2000,Sydney,Basketball,Silver
36696,Andrs Tan Franco,M,26.0,,,Philippines,PHI,1952,,Athletics,Silver
88298,Apolo Anton Ohno,M,19.0,173.0,68.0,United States,USA,2002,Salt Lake City,Short Track Speed Skating,Silver
92957,Rosa del Carmen Pea Rocamontes,F,17.0,160.0,52.0,Mexico,MEX,2012,London,Shooting,Silver
92638,Hilde Gjermundshaug Pedersen,F,41.0,167.0,63.0,Norway,NOR,2006,Torino,Cross Country Skiing,Silver
59562,Yoshinari Kida,M,20.0,158.0,52.0,Japan,JPN,1964,Innsbruck,Alpine Skiing,Gold
60138,Kim Mi-Seon,F,24.0,165.0,61.0,South Korea,KOR,1988,Seoul,Hockey,Silver
89641,Rare Iulian Orzaa,M,23.0,170.0,65.0,Romania,ROU,2000,Sydney,Gymnastics,Bronze
90341,Jnis Ozols,M,29.0,183.0,88.0,Latvia-1,LAT,2002,Salt Lake City,Bobsleigh,Gold
119835,Petria Ann Thomas (-Jones),F,28.0,173.0,64.0,Australia,AUS,2004,Athina,Swimming,Gold
79023,Nihal Meshref,F,21.0,162.0,59.0,Egypt,EGY,1992,,Table Tennis,Bronze
18329,Nils Gustav Henry Carlsson,M,30.0,,,Sweden,SWE,1948,London,Football,Bronze
126869,Cristina Vitali,F,25.0,167.0,57.0,Italy,ITA,2000,Sydney,Shooting,Bronze
19208,Elena Ceampelea,F,17.0,162.0,53.0,Romania,ROU,1964,Tokyo,Gymnastics,Gold
27522,Olga Demskaya,F,17.0,162.0,42.0,Belarus,BLR,1996,Atlanta,Rhythmic Gymnastics,Silver
51263,Erik Husted,M,28.0,,,Denmark,DEN,1928,Amsterdam,Hockey,Gold
73346,Agnese Teresina Maffeis (-Andrei),F,31.0,187.0,81.0,Italy,ITA,1996,Atlanta,Athletics,Silver
11244,Sergio Bianchetto,M,25.0,173.0,70.0,Italy,ITA,1964,,Cycling,Silver
133806,Hana kov,F,17.0,177.0,68.0,Czechoslovakia,TCH,1992,,Rowing,Gold
19588,Liliana Carmen Chal Das,F,37.0,165.0,48.0,Ecuador,ECU,1992,Barcelona,Athletics,Bronze
28502,Robert Diggelmann,M,,,,Switzerland,SUI,1948,London,Wrestling,Bronze
121459,Thodule Toulotte,M,25.0,169.0,62.0,France,FRA,1976,Montreal,Wrestling,Bronze
46934,He Qi,F,27.0,178.0,68.0,China,CHN,2000,,Volleyball,Gold
109100,Emad El-Din Shafei,M,20.0,,,Egypt,EGY,1952,,Athletics,Silver
75210,Ivan Markovski,M,40.0,,,Bulgaria,BUL,1976,Innsbruck,Ice Hockey,Gold
18034,Michelle Edith Capes-Hager,F,21.0,167.0,62.0,Australia,AUS,1988,,Hockey,Silver
94621,"Bernard ""Bob"" Pickel",M,25.0,,,Canada,CAN,1952,Helsinki,Basketball,Silver
102942,Roukoz Roukoz,M,,,65.0,Lebanon,LIB,1980,Moskva,Judo,Silver
58230,Kvlcm Kaya Salman,F,24.0,166.0,85.0,Turkey,TUR,2016,Rio de Janeiro,Athletics,Silver
114370,Miroslav Stanovsk,M,25.0,175.0,68.0,Slovakia,SVK,1996,Atlanta,Canoeing,Silver
14612,Karen Patricia  Brancourt (-Pollock),F,22.0,180.0,79.0,Australia,AUS,1984,Los Angeles,Rowing,Silver
44005,Elis Guri,M,33.0,189.0,100.0,Bulgaria,BUL,2016,Rio de Janeiro,Wrestling,Silver
90546,Bryony Kate Frances Page,F,25.0,172.0,60.0,Great Britain,GBR,2016,Rio de Janeiro,Trampolining,Gold
37327,Christof Frommelt,M,29.0,,,Liechtenstein,LIE,1948,,Cross Country Skiing,Silver
58489,gnes Keleti-Srkny (Klein),F,35.0,,,Hungary,HUN,1956,Melbourne,Gymnastics,Bronze
23902,Johan Tobias Cronje,M,22.0,182.0,69.0,South Africa,RSA,2004,Athina,Athletics,Silver
70209,"Lawrence ""Larry"" Lindo",M,33.0,178.0,60.0,Bermuda,BER,1976,Montreal,Sailing,Gold
36034,Fabio Fognini,M,29.0,179.0,77.0,Italy,ITA,2016,Rio de Janeiro,Tennis,Silver
95451,Sergey Mikhaylovich Pleshakov,M,22.0,182.0,80.0,Soviet Union,URS,1980,Moskva,Hockey,Bronze
64094,Erik Kristiansen,M,32.0,183.0,87.0,Norway,NOR,1994,Lillehammer,Ice Hockey,Bronze
29509,Dorjpalamyn Narmandakh,M,24.0,162.0,60.0,Mongolia,MGL,2000,Sydney,Judo,Bronze
92702,"Valeria Rapatamor ""Valerie"" Pedro",F,26.0,160.0,69.0,Palau,PLW,2000,Sydney,Weightlifting,Silver
13251,Charlotte Bonnet,F,21.0,175.0,64.0,France,FRA,2016,Rio de Janeiro,Swimming,Silver
18306,Svend Wrem Carlsen,M,25.0,184.0,72.0,Denmark,DEN,1964,Innsbruck,Cross Country Skiing,Bronze
78162,Ovaness Meguerdonian,M,,182.0,81.0,Iran,IRI,1968,Grenoble,Alpine Skiing,Gold
122765,Cathy Ann Turner,F,29.0,157.0,53.0,United States,USA,1992,Albertville,Short Track Speed Skating,Bronze
98179,Birgit Radochla (-Michailoff),F,19.0,163.0,60.0,Germany,GER,1964,Tokyo,Gymnastics,Gold
114696,Mihaela Ioana teff,F,21.0,165.0,53.0,Romania,ROU,2000,Sydney,Table Tennis,Gold
88847,Anna-Carin Helena Cecilia Olofsson-Zidek,F,28.0,159.0,55.0,Sweden,SWE,2002,,Cross Country Skiing,Bronze
3960,Olof Mauritz Andersson,M,25.0,,73.0,Sweden,SWE,1912,Stockholm,Wrestling,Bronze
88608,Andrea Carolina Olaya Gutirrez,F,21.0,176.0,75.0,Colombia,COL,2016,Rio de Janeiro,Wrestling,Gold
126169,Norbert Verweyen,M,21.0,190.0,90.0,West Germany,FRG,1972,Munich,Swimming,Bronze
28844,Ali Murat Diziolu,M,20.0,189.0,76.0,Turkey,TUR,1984,Los Angeles,Fencing,Silver
126561,John Vilhelmsen,M,17.0,,,Denmark,DEN,1952,Helsinki,Rowing,Gold
113012,Egon Solymossy,M,30.0,,,Hungary,HUN,1952,Helsinki,Athletics,Silver
95580,Edoardo Podberschek,M,27.0,183.0,114.0,Italy,ITA,1976,Montreal,Athletics,Bronze
106604,Christoph Schrer,M,23.0,174.0,66.0,Switzerland,SUI,2004,Athina,Gymnastics,Bronze
94193,Nataliya Anatolyevna Petrusyova (-Komarova),F,28.0,162.0,61.0,Soviet Union,URS,1984,Sarajevo,Speed Skating,Silver
110002,Ghada Shouaa,F,27.0,187.0,63.0,Syria,SYR,2000,Sydney,Athletics,Bronze
113979,Thomas Springel,M,25.0,194.0,91.0,West Germany,FRG,1984,Los Angeles,Handball,Silver
63600,Dominik Kozma,M,25.0,193.0,90.0,Hungary,HUN,2016,Rio de Janeiro,Swimming,Silver
123053,Hiroko Uchida-Yokoyama,F,28.0,166.0,77.0,Japan,JPN,1964,Tokyo,Athletics,Silver
87618,O Seung-Sun,F,21.0,165.0,65.0,South Korea,KOR,1984,Los Angeles,Fencing,Silver
4924,"David John ""Dave"" Archibald",M,22.0,187.0,88.0,Canada,CAN,1992,Albertville,Ice Hockey,Silver
116823,Monta Suzuki,M,23.0,,,Japan,JPN,1936,Berlin,Athletics,Bronze
111295,Aleksey Vasilyevich Sinkevich,M,23.0,167.0,62.0,Belarus,BLR,2000,Sydney,Gymnastics,Bronze
76471,Abednego Matilu,M,23.0,175.0,73.0,Kenya,KEN,1992,Barcelona,Athletics,Gold
91129,Ion Pantelimonescu,M,24.0,180.0,67.0,Romania,ROU,1980,Moskva,Fencing,Silver
1556,"Ebenezer Oluwafemi ""Femi"" Ajilore",M,23.0,185.0,75.0,Nigeria,NGR,2008,Beijing,Football,Gold
133703,Attila Zhonyi,M,32.0,180.0,90.0,Hungary,HUN,1992,,Shooting,Silver
85349,Joan E. Nesbit (-Mabe),F,34.0,155.0,45.0,United States,USA,1996,Atlanta,Athletics,Bronze
26196,"Adrianus Egbert Willem ""Arie"" de Jong",M,29.0,,,Netherlands,NED,1912,Stockholm,Fencing,Gold
98995,Svante Erik Rasmuson,M,28.0,184.0,78.0,Sweden,SWE,1984,Los Angeles,Modern Pentathlon,Gold
120297,Vin Edward Tiiri,M,22.0,,,Finland,FIN,1908,London,Gymnastics,Silver
86094,Pirkko Tellervo Nieminen (-Metsmki),F,21.0,160.0,55.0,Finland,FIN,1960,Roma,Gymnastics,Bronze
73953,Michal Malk,M,29.0,178.0,70.0,Slovakia,SVK,2010,,Cross Country Skiing,Gold
100922,"Carl August Ringvold, Jr.",M,21.0,,,Bera,NOR,1924,Paris,Sailing,Bronze
82044,Shona Morgan,F,17.0,158.0,49.0,Australia,AUS,2008,Beijing,Gymnastics,Bronze
36451,"John Frederick Foster, Sr.",M,34.0,,,United States Virgin Islands,ISV,1972,Munich,Sailing,Bronze
26783,Sander Sebastiaan de Wijn,M,22.0,183.0,78.0,Netherlands,NED,2012,London,Hockey,Gold
126403,Marina Vidovi,F,18.0,,,Yugoslavia,YUG,1992,Albertville,Alpine Skiing,Gold
131587,Sharn Wordley,M,34.0,170.0,70.0,New Zealand,NZL,2008,Beijing,Equestrianism,Bronze
15097,Robbie Ian Brightwell,M,20.0,188.0,81.0,Great Britain,GBR,1960,Roma,Athletics,Silver
115572,Ventseslav Stoyanov,M,25.0,170.0,65.0,Bulgaria,BUL,1972,Sapporo,Cross Country Skiing,Silver
898,"Stephen Adebisi Gbadegesin ""Steve"" Adegbite",M,24.0,186.0,77.0,Nigeria,NGR,1996,Atlanta,Athletics,Silver
32216,Karl Anders Daniel Eldebrink,M,27.0,183.0,83.0,Sweden,SWE,1988,Calgary,Ice Hockey,Bronze
47531,Anna Lucina Hemmings,F,23.0,168.0,62.0,Great Britain,GBR,2000,Sydney,Canoeing,Bronze
21082,Choi Yeong-Rae,M,30.0,166.0,74.0,South Korea,KOR,2012,London,Shooting,Silver
87157,Anastasiya Aleksandrovna Novikova,F,26.0,150.0,53.0,Belarus,BLR,2008,Beijing,Weightlifting,Silver
65005,Wandir Kuntze,M,25.0,191.0,96.0,Brazil,BRA,1976,,Rowing,Gold
72448,Christian Lusch,M,23.0,186.0,83.0,Germany,GER,2004,,Shooting,Bronze
84132,Hans Ngle,M,26.0,,,Germany-2,GER,1928,Sankt Moritz,Bobsleigh,Gold
7981,Kevin Rees Barnett,M,26.0,198.0,95.0,United States,USA,2000,Sydney,Volleyball,Gold
47391,Jaakko Juhani Helenius,M,27.0,185.0,73.0,Finland,FIN,1960,Roma,Canoeing,Bronze
62102,Mihai Kokossy,M,41.0,,,Romania,ROU,1952,Helsinki,Fencing,Bronze
128427,Wang Chunlu,F,23.0,169.0,60.0,China,CHN,2002,Salt Lake City,Short Track Speed Skating,Bronze
69125,Leopolds Lventeins,M,18.0,,,Russia,RUS,1912,Stockholm,Athletics,Bronze
84855,Irina Viktorovna Nazarova (Bagryantseva-),F,22.0,170.0,58.0,Soviet Union,URS,1980,Moskva,Athletics,Bronze
16974,Matthew Butturini,M,24.0,181.0,81.0,Australia,AUS,2012,London,Hockey,Bronze
114309,Non Rhiannydd Stanford,F,27.0,170.0,55.0,Great Britain,GBR,2016,Rio de Janeiro,Triathlon,Gold
25377,Mark Algernon Quinn Darley,M,26.0,,,Ireland,IRL,1952,,Equestrianism,Silver
5703,Vladimir Aleksandrovich Astapovsky,M,30.0,186.0,82.0,Soviet Union,URS,1976,Montreal,Football,Gold
122443,Valery Ivanovich Tsyganov,M,23.0,180.0,80.0,Soviet Union,URS,1980,Lake Placid,Alpine Skiing,Silver
31459,Ester Maria Edstrm (-Friberg),F,19.0,,,Sweden,SWE,1912,Stockholm,Diving,Bronze
88485,Antonina Nikolayevna Okorokova-Lazareva,F,27.0,182.0,68.0,Soviet Union,URS,1968,Mexico City,Athletics,Silver
92303,Vasilios Pavlidis,M,,,,Greece,GRE,1924,Paris,Wrestling,Gold
25289,Renate Dannhauer-Borges,F,20.0,166.0,53.0,Germany,GER,1960,Squaw Valley,Cross Country Skiing,Silver
20120,Nihel Cheikh Rouhou,F,29.0,164.0,78.0,Tunisia,TUN,2016,Rio de Janeiro,Judo,Gold
47289,Viljo Akseli Heino,M,34.0,175.0,63.0,Finland,FIN,1948,London,Athletics,Gold
93747,Srgio Antnio Almeida Pessoa,M,26.0,172.0,60.0,Brazil,BRA,1988,Seoul,Judo,Silver
70876,Lo Kwok-Tai,M,31.0,170.0,60.0,Chinese Taipei,TPE,1960,Roma,Football,Silver
47296,Alfred Heinrich,M,25.0,,,Germany,GER,1932,Lake Placid,Ice Hockey,Gold
113639,Ljubia Spaji,M,30.0,,,Yugoslavia,YUG,1956,Melbourne,Football,Bronze
79598,Antonn Mikala,M,,,,Czechoslovakia,TCH,1920,Antwerpen,Fencing,Gold
97232,Anita Protti,F,24.0,170.0,56.0,Switzerland,SUI,1988,,Athletics,Bronze
112486,Ada Smolnikar,F,,,,Yugoslavia,YUG,1952,Helsinki,Gymnastics,Silver
69653,Einar Liberg,M,46.0,,,Norway,NOR,1920,Antwerpen,Shooting,Silver
26449,Srgio Matias Franco de Menezes,M,23.0,180.0,78.0,Brazil,BRA,1988,,Athletics,Bronze
25367,France Thrse Louise Darget Savarit,F,37.0,,,France,FRA,1924,Paris,Art Competitions,Silver
95986,Thierry Pomel,M,42.0,178.0,68.0,France,FRA,2000,Sydney,Equestrianism,Bronze
101691,Mosiah Brentano Rodrigues,M,22.0,169.0,61.0,Brazil,BRA,2004,Athina,Gymnastics,Silver
115255,Bohumil Stinn,M,,,82.0,Czechoslovakia,TCH,1924,Paris,Weightlifting,Gold
20651,Giorgio Chiavacci,M,24.0,,,Italy,ITA,1924,,Fencing,Silver
116823,Monta Suzuki,M,23.0,,,Japan,JPN,1936,Berlin,Athletics,Silver
12547,Detlef Bock,M,29.0,194.0,135.0,Germany,GER,2004,Athina,Athletics,Bronze
30593,Jean Dumont,M,,,,Belgium,BEL,1924,Paris,Wrestling,Gold
52766,Olha Yevhenivna Ivankova,F,35.0,175.0,75.0,Ukraine,UKR,2008,Beijing,Athletics,Gold
76061,Edgars Masaskis,M,25.0,176.0,80.0,Latvia,LAT,2006,Torino,Ice Hockey,Bronze
38113,Ftima Gallardo Carapeto,F,19.0,180.0,60.0,Spain,ESP,2016,Rio de Janeiro,Swimming,Silver
113288,"Carl Thorbjrn ""Charles"" Sorum (Srum-)",M,37.0,,,"Norwegier Turnverein, Brooklyn",USA,1904,St. Louis,Gymnastics,Gold
113610,Odd Srli,M,25.0,185.0,78.0,Norway,NOR,1980,Lake Placid,Alpine Skiing,Silver
64416,Jerzy Andrzej Krua,M,24.0,176.0,70.0,Poland,POL,1968,Mexico City,Gymnastics,Gold
50425,Svein Gaute Hlestl,M,25.0,185.0,83.0,Norway,NOR,1996,Atlanta,Cycling,Silver
110472,"Michael Barnwell ""Mike"" Silliman",M,24.0,198.0,105.0,United States,USA,1968,Mexico City,Basketball,Gold
10378,Bertil Lennart Teodor Berg,M,25.0,,,Sweden,SWE,1936,,Water Polo,Silver
1059,Marianne Aeschbacher,F,21.0,166.0,50.0,France,FRA,1992,Barcelona,Synchronized Swimming,Silver
41827,"Deborah ""Debra"" Gore",F,17.0,178.0,60.0,Great Britain,GBR,1984,Los Angeles,Swimming,Silver
95137,Cristi Ilie Prghie,M,24.0,202.0,108.0,Romania,ROU,2016,Rio de Janeiro,Rowing,Silver
135047,Nikolay Semyonovich Zimyatov,M,24.0,183.0,68.0,Soviet Union,URS,1980,Lake Placid,Cross Country Skiing,Bronze
99420,Lucia Recchia (-Wieser),F,26.0,171.0,69.0,Italy,ITA,2006,Torino,Alpine Skiing,Bronze
23519,Alicia Jayne Coutts,F,24.0,176.0,69.0,Australia,AUS,2012,London,Swimming,Gold
42397,Ernest Granier,M,29.0,,,EA II,FRA,1936,Berlin,Sailing,Silver
75879,Glafira Sergeyevna Martinovich,F,15.0,176.0,58.0,Belarus,BLR,2004,Athina,Rhythmic Gymnastics,Gold
85208,Lyle Barber Nelson,M,34.0,188.0,84.0,United States,USA,1984,Sarajevo,Biathlon,Gold
13948,Mohamed Bouchiche,M,22.0,178.0,81.0,Algeria,ALG,1984,Los Angeles,Boxing,Silver
115916,Nora Strmstad,F,27.0,,,Norway,NOR,1936,Garmisch-Partenkirchen,Alpine Skiing,Bronze
168,Younis Abdallah Rabee,M,23.0,169.0,68.0,Kuwait,KUW,1972,Munich,Athletics,Gold
126465,Paul Vighals,M,26.0,,,Norway,NOR,1912,Stockholm,Shooting,Bronze
4472,Paul Eugne Albert Anspach,M,38.0,,,Belgium,BEL,1920,Antwerpen,Fencing,Bronze
102440,Natalie Rooney,F,28.0,181.0,95.0,New Zealand,NZL,2016,Rio de Janeiro,Shooting,Bronze
125641,Andrus Veerpalu,M,31.0,182.0,73.0,Estonia,EST,2002,Salt Lake City,Cross Country Skiing,Bronze
8827,Sergey Viktorovich Bautin,M,24.0,191.0,91.0,Unified Team,EUN,1992,Albertville,Ice Hockey,Bronze
54386,Jens Kristian Jensen (-Byge),M,27.0,,,Denmark,DEN,1912,Stockholm,Gymnastics,Silver
96171,Aleksandr Vladimirovich Popov,M,32.0,176.0,74.0,Belarus,BLR,1998,Nagano,Biathlon,Bronze
32559,Ren Enders,M,25.0,165.0,77.0,Germany,GER,2012,,Cycling,Gold
66355,Bernd Landvoigt,M,29.0,188.0,88.0,East Germany,GDR,1980,Moskva,Rowing,Bronze
107810,Arthur Tell Schwab,M,39.0,168.0,59.0,Switzerland,SUI,1936,Berlin,Athletics,Bronze
42577,Georgy Olegovich Grebenkov,M,22.0,172.0,70.0,Russia,RUS,2004,Athina,Gymnastics,Silver
83824,"Samuel ""Sammy"" Mwangi",M,26.0,,,Kenya,KEN,1984,Los Angeles,Boxing,Bronze
26493,Marco Alessandro De Nicolo,M,23.0,180.0,83.0,Italy,ITA,2000,Sydney,Shooting,Bronze
109440,"Janet Lee ""Jan"" Shearer (-Jones)",F,30.0,172.0,61.0,New Zealand,NZL,1988,Seoul,Sailing,Silver
24325,Bruce Fergusson Cunliffe,M,22.0,,,United States,USA,1948,Sankt Moritz,Ice Hockey,Silver
89844,Walter Osterwalder,M,26.0,191.0,84.0,Switzerland,SUI,1960,Roma,Rowing,Silver
126652,Lara Villata,F,33.0,158.0,45.0,Italy,ITA,2000,Sydney,Equestrianism,Gold
128768,Ludwig Warnemnde,M,35.0,164.0,59.0,Germany,GER,1952,Helsinki,Athletics,Gold
17148,Elisa Isabel Cabello Olivero,F,19.0,159.0,48.0,Spain,ESP,1976,Montreal,Gymnastics,Bronze
28953,Gyula Dobay,M,26.0,183.0,75.0,Hungary,HUN,1964,Tokyo,Swimming,Bronze
54755,Ji Xinpeng,M,22.0,181.0,70.0,China,CHN,2000,Sydney,Badminton,Silver
62915,Dirk Korthals,M,22.0,196.0,88.0,West Germany,FRG,1984,Los Angeles,Swimming,Silver
61475,Otto George Knerr,M,21.0,,,United States,USA,1904,St. Louis,Gymnastics,Silver
128555,Wang Shi-Ting,F,22.0,170.0,57.0,Chinese Taipei,TPE,1996,,Tennis,Gold
10423,Guttorm Berge,M,22.0,,,Norway,NOR,1952,Oslo,Alpine Skiing,Gold
76185,Alexandre Maspoli,M,30.0,170.0,81.0,France,FRA,1906,Athina,Athletics,Silver
106861,Marlies Schild (-Raich),F,28.0,172.0,66.0,Austria,AUT,2010,Vancouver,Alpine Skiing,Silver
114641,Peter tefani,M,24.0,176.0,74.0,Yugoslavia,YUG,1972,,Ski Jumping,Silver
47399,Albert Helgerud (Thorvaldsen-),M,43.0,,,Norway,NOR,1920,Antwerpen,Shooting,Bronze
